resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_recommendation,vi_plant,vi_material,material_description,material_composition,measured_weight,total_measured_weight,weight_unit,source_product_scope,source_sheet,source_file,vi_plant_name,total_weight,material_type,final_destination_of_material_at_plant
........8,0002,,6146517,Float upper part S,1.0,ST,ST,,,5.0,POM,Thermoplastic - POM,Polyoxymethylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........8,0003,,6156964,Float lower part wide web,1.0,ST,ST,,,1000.0,POM-C,Thermoplastic - POM,Polyoxymethylen,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0023,,9517332,Cheese head screw ISO4762- M4 x 8 -A2-70,6.0,ST,ST,,,0.0,A2-70,Stainless Steel,Fe(85%) Cr(15%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0033,X,7953439,Jacket Impact body,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........8,0001,X,7953435,Jacket Clamping ring,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
.........9,0001,,6159925,Clamping ring,1.0,ST,ST,,,0.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.........9,0002,X,7953386,Jacket VL nipple,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........10,0001,X,7953382,Jacket cover top,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........11,0001,,6159886,Jacket,1.0,ST,ST,,,0.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
........11,0002,X,7947630,Cover top Nipple,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........12,0001,,6159880,"Welded nipple 3/8""",1.0,ST,ST,,,0.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
........12,0002,,6159882,Cover top,1.0,ST,ST,,,5.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........10,0002,,6156901,Nipple G1 1/4,1.0,ST,ST,,,0.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
........8,0002,X,7947629,Baffle perforated plate,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
.........9,0001,,6159881,Baffle body,1.0,ST,ST,,,5.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
.........9,0002,,6156906,Perforated plate Baffle body,1.0,ST,ST,,,5.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
.......7,0035,X,7953453,Cover bottom Retaining plate,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........8,0001,X,7953451,Cover down Hose connection,1.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
.........9,0001,,6159883,Cover down,1.0,ST,ST,,,5.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
.........9,0002,,6159884,Hose connection,1.0,ST,ST,,,0.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
........8,0002,,6159885,Retaining plate,1.0,ST,ST,,,5.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
.......7,0036,,9607060,Label 30 x 10 white,1.0,ST,ST,,,0.0,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0002,X,7953635,Set insulation SEV,1.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0001,,6164416,EPP insulation left,1.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0002,,6164417,EPP insulation right,1.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
......6,0004,,7950202,"Shut-off device 3/8"" Caleffi",1.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0005,,9601674,Label 65 x 25,1.0,ST,ST,,,0.0,Papier,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0006,,9525017,"Cable tie 750 x 7,8",1.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0006,,9525017,"Cable tie 750 x 7,8",1.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.....5,0002,,9693461,Gasket A 27 x 38 x 2,1.0,ST,ST,,,0.0,Novapress 850,Elastomer-fiber,polyaramids,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
....4,0002,X,7980445,SEV plastic w. O-ring,0.0,ST,ST,,,16.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Technika Legnica,,,
.....5,0001,,9563669,O-ring 28.0 x 2.5,0.0,ST,ST,Hutchinson,,0.0,EPDM 80Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 80 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.....5,0002,X,7966762,SEV plastic with insulation,0.0,ST,ST,,,5.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
......6,0001,X,7963513,Float bleeder valve plastic,0.0,ST,ST,,,88.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,unterschiedliche Beschaftung (Different Procurement),,,
.......7,0004,,6146538,Gasket outlet,0.0,ST,ST,,,0.0,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0005,,6180941,Housing lower part SEV,0.0,ST,ST,,,0.0,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0007,,6180942,Housing upper part SEV,0.0,ST,ST,,,0.0,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0008,,6183678,O-ring 124 x 3,0.0,ST,ST,,,0.0,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0010,X,7929212,Float body S Zsb.,0.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
........8,0002,,6146517,Float upper part S,0.0,ST,ST,,,5.0,POM,Thermoplastic - POM,Polyoxymethylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........8,0003,,6156964,Float lower part wide web,0.0,ST,ST,,,1000.0,POM-C,Thermoplastic - POM,Polyoxymethylen,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0015,,6182618,Impact body,0.0,ST,ST,,,0.0,POM-C,Thermoplastic - POM,Polyoxymethylen,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0016,,9607060,Label 30 x 10 white,0.0,ST,ST,,,0.0,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0001,X,7976090,Set insulation SEV plastic,0.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0001,,6183968,EPP insulation left,0.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0002,,6183969,EPP insulation right,0.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
......6,0007,,7966106,"Shut-off device 3/8"" w. O-ring",0.0,ST,ST,Caleffi,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0008,,9601674,Label 65 x 25,0.0,ST,ST,,,0.0,Papier,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0012,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0013,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
....4,0003,X,7981181,SEV plastic w. O-ring V3,0.0,ST,ST,,,16.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Technika Legnica,,,
.....5,0001,,9563669,"O-ring 28,0 x 2,5",0.0,ST,ST,Hutchinson,,0.0,EPDM 80Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 80 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.....5,0002,X,7981179,SEV plastic with insulation V3,0.0,ST,ST,,,1000.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
......6,0001,X,7976090,Set insulation SEV plastic,0.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0001,,6183968,EPP insulation left,0.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0002,,6183969,EPP insulation right,0.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
......6,0001,X,7981177,SEV w. Plastic support ring,0.0,ST,ST,,,88.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,unterschiedliche Beschaftung (Different Procurement),,,
.......7,0004,,6146538,Gasket outlet,0.0,ST,ST,,,0.0,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0005,,6180941,Housing lower part SEV,0.0,ST,ST,,,0.0,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0007,,6180942,Housing upper part SEV,0.0,ST,ST,,,0.0,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0008,,6183678,O-ring 124 x 3,0.0,ST,ST,,,0.0,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0010,X,7929212,Float body S Zsb.,0.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
........8,0002,,6146517,Float upper part S,0.0,ST,ST,,,5.0,POM,Thermoplastic - POM,Polyoxymethylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........8,0003,,6156964,Float lower part wide web,0.0,ST,ST,,,1000.0,POM-C,Thermoplastic - POM,Polyoxymethylen,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0015,,6182618,Impact body,0.0,ST,ST,,,0.0,POM-C,Thermoplastic - POM,Polyoxymethylen,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0016,,9607060,Label 30 x 10 white,0.0,ST,ST,,,0.0,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0018,,6188766,Support ring K,0.0,ST,ST,,,1000.0,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
......6,0007,,7966106,"Shut-off device 3/8"" w. O-ring",0.0,ST,ST,Caleffi,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0008,,9601674,Label 65 x 25,0.0,ST,ST,,,0.0,Papier,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0012,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0013,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
....4,0004,X,7981180,SEV plastic w. O-ring V2,0.0,ST,ST,,,16.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Technika Legnica,,,
.....5,0001,,9563669,"O-ring 28,0 x 2,5",0.0,ST,ST,Hutchinson,,0.0,EPDM 80Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 80 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.....5,0002,X,7981178,SEV plastic with insulation V2,0.0,ST,ST,,,1000.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
......6,0001,X,7976090,Set insulation SEV plastic,0.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0001,,6183968,EPP insulation left,0.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0002,,6183969,EPP insulation right,0.0,ST,ST,,,1000.0,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
......6,0001,X,7981176,SEV w. Stainless steel support ring,0.0,ST,ST,,,1000.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0004,,6146538,Gasket outlet,0.0,ST,ST,,,0.0,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0005,,6180941,Housing lower part SEV,0.0,ST,ST,,,0.0,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0007,,6180942,Housing upper part SEV,0.0,ST,ST,,,0.0,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0008,,6183678,O-ring 124 x 3,0.0,ST,ST,,,0.0,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0010,X,7929212,Float body S Zsb.,0.0,ST,ST,,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
........8,0002,,6146517,Float upper part S,0.0,ST,ST,,,5.0,POM,Thermoplastic - POM,Polyoxymethylene,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Werke Allendorf,,,
........8,0003,,6156964,Float lower part wide web,0.0,ST,ST,,,1000.0,POM-C,Thermoplastic - POM,Polyoxymethylen,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
.......7,0015,,6182618,Impact body,0.0,ST,ST,,,0.0,POM-C,Thermoplastic - POM,Polyoxymethylen,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0016,,9607060,Label 30 x 10 white,0.0,ST,ST,,,0.0,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
.......7,0017,,6188950,Support ring,0.0,ST,ST,,,0.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0007,,7966106,"Shut-off device 3/8"" w. O-ring",0.0,ST,ST,Caleffi,,0.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0008,,9601674,Label 65 x 25,0.0,ST,ST,,,0.0,Papier,Paper,Paper,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0012,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
......6,0013,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
..2,0010,X,7947533,Fixing plate heating cable powder coated,1.0,ST,ST,,,0.0,,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,430.0,Third party raw material,Legnica
...3,0001,X,7947534,Fixing plate heating cable primed,1.0,ST,ST,,,1000.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
....4,0001,,6159823,Fixing plate heating cable,1.0,ST,ST,,,1000.0,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
..2,0011,X,7948399,Connecting elements,1.0,ST,ST,,,1000.0,,,,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party products abroad,,,
...3,0001,,6041830,Retaining spring Sensor,6.0,ST,ST,,,0.0,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
...3,0002,,6097185,Insulation sensor 22,3.0,ST,ST,,,88.0,Aeroflex KKS,insulation,ethylene propylene diene monomer - rubber,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,unterschiedliche Beschaftung (Different Procurement),,,
...3,0003,,6146719,Insulation sensor 28,2.0,ST,ST,,,16.0,Aeroflex KKS,insulation,ethylene propylene diene monomer - rubber,,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Vi-Technika Legnica,,,
...3,0004,,9028054,Washer 8 - 200HV,1.0,ST,ST,,,0.0,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,,,
...3,0005,,9506605,"Cable tie 290 x 3,6",6.0,ST,ST,Quicklok,,0.0,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,,g,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx,Third Party,12.0,Third party raw material,Legnica
